id,subject,unit,topic,difficulty,question_type,type,question,options,correct_answer,explanation,starter_code,test_cases
mth166-u1-99,MTH166,1,Exact Equations,hard,MCQ,mcq,Value of m for (x² + y²) dx + 2mxy dy = 0 to be exact?,"[""1"",""2"",""0"",""None""]",0,"∂M/∂y = 2y, ∂N/∂x = 2my. So m=1.",,
mth166-u1-100,MTH166,1,Variables Separable,easy,MCQ,mcq,∫ dy/y is:,"[""ln|y| + C"",""y + C"",""None"",""Both""]",0,Log integral formula.,,
mth166-u2-1,MTH166,2,Linear Differential Equations,easy,MCQ,mcq,What is the general form of a linear differential equation of order n?,"[""y^(n) + a1 y^(n-1) + ... + an y = R(x)"",""y' + y² = x"",""y y' = x"",""None of these""]",0,A linear DE has dependent variable and its derivatives in first degree and not multiplied together.,,
mth166-u2-2,MTH166,2,Differential Operator,easy,MCQ,mcq,"In the context of ODEs, what does the operator 'D' represent?","[""d/dx"",""∫ dx"",""d²/dx²"",""1/x""]",0,D is the standard differential operator d/dx.,,
mth166-u2-3,MTH166,2,Linear Independence,medium,MCQ,mcq,"Two solutions y1 and y2 are linearly independent if their Wronskian W(y1, y2) is:","[""Zero"",""Non-zero"",""Constant"",""Always 1""]",1,The Wronskian must be non-zero for linear independence.,,
mth166-u2-4,MTH166,2,Homogeneous Equations,easy,MCQ,mcq,An ODE is called homogeneous if the right-hand side R(x) is:,"[""1"",""0"",""x"",""e^x""]",1,A homogeneous equation has no term independent of y or its derivatives.,,
mth166-u2-5,MTH166,2,Auxiliary Equation,medium,MCQ,mcq,The auxiliary equation of (D² + 3D + 2)y = 0 is:,"[""m² + 3m + 2 = 0"",""m² + 3 = 0"",""m + 2 = 0"",""None of these""]",0,Replacing D with m gives the auxiliary equation.,,
mth166-u2-6,MTH166,2,Roots of AE,medium,MCQ,mcq,"If the roots of the auxiliary equation are m1 = 2 and m2 = 3, the complementary function (CF) is:","[""C1 e^(2x) + C2 e^(3x)"",""C1 e^(-2x) + C2 e^(-3x)"",""C1 cos 2x + C2 sin 3x"",""None of these""]",0,"For distinct real roots, CF is a sum of exponentials.",,
mth166-u2-7,MTH166,2,Repeated Roots,medium,MCQ,mcq,"If the auxiliary equation has repeated roots m1 = m2 = m, the CF is:","[""(C1 + C2x)e^(mx)"",""C1 e^(mx) + C2 e^(mx)"",""C1 e^(mx)"",""None of these""]",0,Repeated roots require adding a factor of x for independence.,,
mth166-u2-8,MTH166,2,Complex Roots,hard,MCQ,mcq,"If the roots of the AE are complex conjugates α ± iβ, the CF is:","[""e^(αx)[C1 cos βx + C2 sin βx]"",""e^(βx)[C1 cos αx + C2 sin αx]"",""C1 e^(αx) + C2 e^(βx)"",""None of these""]",0,Complex roots involve oscillating trigonometric functions with an exponential multiplier.,,
mth166-u2-9,MTH166,2,Differential Operator,medium,MCQ,mcq,The expression (D - a)(D - b)y is equivalent to:,"[""(D² - (a+b)D + ab)y"",""(D² + ab)y"",""D²y - aby"",""None of these""]",0,Differential operators with constant coefficients follow algebraic polynomial rules.,,
mth166-u2-10,MTH166,2,Second Order ODE,medium,MCQ,mcq,Find the CF of (D² - 4)y = 0.,"[""C1 e^(2x) + C2 e^(-2x)"",""C1 cos 2x + C2 sin 2x"",""C1 e^(4x) + C2"",""None of these""]",0,m² - 4 = 0 => m = ±2.,,
mth166-u2-11,MTH166,2,Second Order ODE,medium,MCQ,mcq,Find the CF of (D² + 4)y = 0.,"[""C1 cos 2x + C2 sin 2x"",""C1 e^(2x) + C2 e^(-2x)"",""C1 e^(2x) + C2"",""None of these""]",0,m² + 4 = 0 => m = ±2i.,,
mth166-u2-12,MTH166,2,Third Order ODE,hard,MCQ,mcq,The number of arbitrary constants in the general solution of a 3rd order ODE is:,"[""1"",""2"",""3"",""0""]",2,The order of the differential equation equals the number of arbitrary constants in its general solution.,,
mth166-u2-13,MTH166,2,Higher Order ODE,hard,MCQ,mcq,Find the CF of (D - 1)³y = 0.,"[""(C1 + C2x + C3x²)e^x"",""C1 e^x + C2 e^x + C3 e^x"",""C1 e^x + C2 x e^x"",""None of these""]",0,"For three repeated roots, use powers of x up to x².",,
mth166-u2-14,MTH166,2,Linear Independence,medium,MCQ,mcq,"If y1 = e^x and y2 = e^(2x), are they linearly independent?","[""Yes"",""No"",""Only for x > 0"",""None of these""]",0,Wronskian W = e^x(2e^(2x)) - e^(2x)(e^x) = e^(3x) ≠ 0.,,
mth166-u2-15,MTH166,2,Operator Theory,medium,MCQ,mcq,D(sinh x) is:,"[""cosh x"",""-cosh x"",""sinh x"",""tanh x""]",0,Derivative of sinh x is cosh x.,,
mth166-u2-16,MTH166,2,Operator Theory,medium,MCQ,mcq,D(cosh x) is:,"[""sinh x"",""-sinh x"",""cosh x"",""None of these""]",0,Derivative of cosh x is sinh x.,,
mth166-u2-17,MTH166,2,Complementary Function,medium,MCQ,mcq,Roots of m² + 2m + 1 = 0 are:,"[""-1, -1"",""1, 1"",""-1, 1"",""0, -1""]",0,(m+1)² = 0 => m = -1 (repeated).,,
mth166-u2-18,MTH166,2,Higher Order ODE,medium,MCQ,mcq,Equation (D² + D + 1)y = 0 has roots:,"[""-1/2 ± i√3/2"",""1/2 ± i√3/2"",""-1 ± i√3"",""None of these""]",0,Using quadratic formula: m = [-1 ± √(1-4)]/2.,,
mth166-u2-19,MTH166,2,Differential Operator,easy,MCQ,mcq,Is the operator D linear?,"[""Yes"",""No"",""Sometimes"",""Only for constants""]",0,"D(af + bg) = aD(f) + bD(g), hence it is linear.",,
mth166-u2-20,MTH166,2,Homogeneous Equations,medium,MCQ,mcq,"The principle of superposition states that if y1 and y2 are solutions, then:","[""C1y1 + C2y2 is also a solution"",""y1 * y2 is also a solution"",""y1 / y2 is also a solution"",""None of these""]",0,Linear combinations of solutions to homogeneous linear DEs are also solutions.,,
mth166-u2-21,MTH166,2,Roots of AE,medium,MCQ,mcq,"If the roots of AE are 0, 1, 2, the CF is:","[""C1 + C2e^x + C3e^(2x)"",""C1e^x + C2e^(2x)"",""C1 + C2x + C3x²"",""None""]",0,m=0 gives C1 e^(0x) = C1.,,
mth166-u2-22,MTH166,2,Differential Operator,medium,MCQ,mcq,Which of the following is an example of a 2nd order linear homogeneous DE?,"[""y'' + 5y' + 6y = 0"",""y'' + yy' = 0"",""y'' + y² = 0"",""y'' + 5y' + 6y = e^x""]",0,Coefficients of y and its derivatives are functions of x (or constants) and RHS is 0.,,
mth166-u2-23,MTH166,2,Auxiliary Equation,medium,MCQ,mcq,The auxiliary equation is obtained by substituting ___ into the differential equation.,"[""y = e^(mx)"",""y = x^m"",""y = sin(mx)"",""y = m""]",0,This substitution reflects the exponential nature of solutions to constant-coefficient linear DEs.,,
mth166-u2-24,MTH166,2,Wronskian,hard,MCQ,mcq,The Wronskian of y1 = cos x and y2 = sin x is:,"[""1"",""0"",""-1"",""sin x cos x""]",0,W = cos x(cos x) - sin x(-sin x) = cos²x + sin²x = 1.,,
mth166-u2-25,MTH166,2,Differential Operator,easy,MCQ,mcq,The degree of the operator D² + 3D + 2 is:,"[""2"",""1"",""0"",""None""]",0,Refers to the highest power of the differential operator.,,
mth166-u2-26,MTH166,2,Linear ODE,easy,MCQ,mcq,Is y''' + 6y'' + 11y' + 6y = 0 linear?,"[""Yes"",""No"",""Only if y=0"",""None""]",0,All y terms and their derivatives are in first degree.,,
mth166-u2-27,MTH166,2,Roots of AE,medium,MCQ,mcq,"If roots of AE are m = 3, 3, the CF is:","[""(C1 + C2x)e^(3x)"",""C1e^(3x) + C2e^(3x)"",""C1e^(3x)"",""None""]",0,Repeated roots case.,,
mth166-u2-28,MTH166,2,Roots of AE,medium,MCQ,mcq,"If roots of AE are m = ±i, the CF is:","[""C1 cos x + C2 sin x"",""C1 e^x + C2 e^-x"",""C1 cosh x + C2 sinh x"",""None""]",0,Purely imaginary roots lead to sine and cosine.,,
mth166-u2-29,MTH166,2,Fundamental Set,hard,MCQ,mcq,A set of n linearly independent solutions of an nth order linear DE is called:,"[""Fundamental set of solutions"",""General solution"",""Basis"",""Both A and C""]",3,They form a basis for the solution space.,,
mth166-u2-30,MTH166,2,Wronskian,medium,MCQ,mcq,"If W(y1, y2) = 0 for all x in an interval, then y1 and y2 are:","[""Linearly dependent"",""Linearly independent"",""Orthogonal"",""None""]",0,Standard property of the Wronskian for solutions of linear DEs.,,
mth166-u2-31,MTH166,2,Repeated Complex Roots,hard,MCQ,mcq,"If roots are (1±2i) repeated twice, the CF involves:","[""(C1+C2x)e^x cos 2x + (C3+C4x)e^x sin 2x"",""e^x(C1 cos 2x + C2 sin 2x)"",""C1e^x + C2e^x"",""None""]",0,Apply the 'repeated roots' rule to the complex terms.,,
mth166-u2-32,MTH166,2,Differential Operator,medium,MCQ,mcq,The inverse operator 1/D stands for:,"[""Integration"",""Differentiation"",""Reciprocal"",""None""]",0,1/D is defined such that D(1/D)y = y.,,
mth166-u2-33,MTH166,2,Homogeneous ODE,easy,MCQ,mcq,The equation y'' - y = 0 is a:,"[""Second-order homogeneous linear DE"",""First-order DE"",""Non-linear DE"",""None""]",0,"Order-2, rhs=0, linear.",,
mth166-u2-34,MTH166,2,Solution curve,medium,MCQ,mcq,Does y = e^x satisfy y'' - y = 0?,"[""Yes"",""No"",""Only for x=0"",""None""]",0,"y' = e^x, y'' = e^x. e^x - e^x = 0.",,
mth166-u2-35,MTH166,2,Solution curve,medium,MCQ,mcq,Does y = e^-x satisfy y'' - y = 0?,"[""Yes"",""No"",""Only for x=0"",""None""]",0,"y' = -e^-x, y'' = e^-x. e^-x - e^-x = 0.",,
mth166-u2-36,MTH166,2,Roots of AE,medium,MCQ,mcq,"For (D² - 5D + 6)y = 0, the roots are:","[""2, 3"",""-2, -3"",""1, 6"",""None""]",0,m² - 5m + 6 = (m-2)(m-3) = 0.,,
mth166-u2-37,MTH166,2,Roots of AE,medium,MCQ,mcq,"For (D² + 2D + 5)y = 0, the roots are:","[""-1 ± 2i"",""1 ± 2i"",""-1 ± i"",""None""]",0,m = [-2 ± √(4 - 20)] / 2 = -1 ± 2i.,,
mth166-u2-38,MTH166,2,Operator Theory,medium,MCQ,mcq,f(D) y = 0 has a solution y = c e^(mx) if:,"[""f(m) = 0"",""f(0) = m"",""f(m) = y"",""None""]",0,m must be a root of the auxiliary polynomial.,,
mth166-u2-39,MTH166,2,Initial Value Problem,hard,MCQ,mcq,"A 2nd order DE with conditions y(0)=a, y'(0)=b is an:","[""Initial Value Problem (IVP)"",""Boundary Value Problem (BVP)"",""Eigenvalue Problem"",""None""]",0,Conditions are specified at a single point.,,
mth166-u2-40,MTH166,2,Boundary Value Problem,hard,MCQ,mcq,"A 2nd order DE with conditions y(0)=a, y(1)=b is a:","[""Boundary Value Problem (BVP)"",""Initial Value Problem (IVP)"",""None"",""Both""]",0,Conditions are specified at different points (boundaries).,,
mth166-u2-41,MTH166,2,Linear ODE,medium,MCQ,mcq,"In y'' + P(x)y' + Q(x)y = 0, P and Q must be continuous for:","[""Existence and uniqueness of solutions"",""Linearity"",""Calculating Wronskian only"",""None""]",0,Required for the fundamental existence and uniqueness theorem.,,
mth166-u2-42,MTH166,2,Auxiliary Equation,easy,MCQ,mcq,What is the AE of y'' - 9y = 0?,"[""m² - 9 = 0"",""m - 9 = 0"",""m² + 9 = 0"",""None""]",0,D is replaced by m.,,
mth166-u2-43,MTH166,2,General Solution,medium,MCQ,mcq,The general solution of y'' - 9y = 0 is:,"[""C1 e^(3x) + C2 e^(-3x)"",""C1 cos 3x + C2 sin 3x"",""C1 e^(9x) + C2"",""None""]",0,m = ±3.,,
mth166-u2-44,MTH166,2,General Solution,medium,MCQ,mcq,The general solution of y'' + 9y = 0 is:,"[""C1 cos 3x + C2 sin 3x"",""C1 e^(3x) + C2 e^(-3x)"",""C1 e^(9x) + C2"",""None""]",0,m = ±3i.,,
mth166-u2-45,MTH166,2,Third Order ODE,medium,MCQ,mcq,The auxiliary equation of y''' - y'' = 0 is:,"[""m³ - m² = 0"",""m³ - 1 = 0"",""m - 1 = 0"",""None""]",0,m²(m-1) = 0.,,
mth166-u2-46,MTH166,2,Third Order ODE,hard,MCQ,mcq,The roots of m³ - m² = 0 are:,"[""0, 0, 1"",""0, 1, 1"",""0, 1, -1"",""None""]",0,m=0 (repeated) and m=1.,,
mth166-u2-47,MTH166,2,Third Order ODE,hard,MCQ,mcq,"The CF for r oots 0, 0, 1 is:","[""C1 + C2x + C3e^x"",""C1e^x + C2e^x"",""C1 + C2e^x"",""None""]",0,(C1 + C2x)e^(0x) + C3 e^(1x).,,
mth166-u2-48,MTH166,2,Linear independence,medium,MCQ,mcq,Are x and x² linearly independent?,"[""Yes"",""No"",""Only if x=0"",""None""]",0,Their ratio x²/x = x is not a constant.,,
mth166-u2-49,MTH166,2,Higher Order ODE,hard,MCQ,mcq,A DE of order 4 has how many independent solutions?,"[""4"",""1"",""2"",""0""]",0,Matches the order n.,,
mth166-u2-50,MTH166,2,Auxiliary Equation,medium,MCQ,mcq,The AE of (D² + 1)²y = 0 is:,"[""(m² + 1)² = 0"",""m² + 1 = 0"",""m⁴ + 1 = 0"",""None""]",0,Direct substitution.,,
mth166-u2-51,MTH166,2,Roots of AE,hard,MCQ,mcq,The roots of (m² + 1)² = 0 are:,"[""±i, ±i (repeated)"",""±i"",""±1, ±1"",""None""]",0,m² = -1 solved twice.,,
mth166-u2-52,MTH166,2,General Solution,hard,MCQ,mcq,"CF for roots ±i, ±i is:","[""(C1 + C2x)cos x + (C3 + C4x)sin x"",""C1 cos x + C2 sin x"",""C1 e^x + C2 e^-x"",""None""]",0,Repeated complex roots rule.,,
mth166-u2-53,MTH166,2,ODE Property,medium,MCQ,mcq,Linear DEs with constant coefficients are always solvable?,"[""Yes, can always find CF"",""No"",""Only if order < 3"",""None""]",0,We can always find roots of the polynomial (though finding them analytically might be hard for high degrees).,,
mth166-u2-54,MTH166,2,Operator Theory,medium,MCQ,mcq,Is D(fg) = fDg + gDf?,"[""Yes"",""No"",""Only if f is const"",""None""]",0,Product rule for differentiation.,,
mth166-u2-55,MTH166,2,Exponential solution,easy,MCQ,mcq,"If m is a root of AE, then ___ is a solution of homogeneous DE.","[""e^(mx)"",""x^m"",""sin mx"",""None""]",0,Standard form for constant coefficient linear DEs.,,
mth166-u2-56,MTH166,2,Wronskian,hard,MCQ,mcq,Abel's Identity relates the Wronskian to the ___ of the DE.,"[""Coefficient of (n-1)th derivative"",""Constant term"",""Highest derivative"",""None""]",0,W(x) = C e^-∫P1(x)dx.,,
mth166-u2-57,MTH166,2,Existence,medium,MCQ,mcq,The general solution of an nth order linear DE has exactly n arbitrary constants?,"[""True"",""False"",""Only for homogeneous"",""None""]",0,By definition and uniqueness theorems.,,
mth166-u2-58,MTH166,2,Operator Theory,medium,MCQ,mcq,The value of f(D) e^(ax) is:,"[""f(a) e^(ax)"",""f'(a) e^(ax)"",""e^(ax) / f(a)"",""None""]",0,Basic property of the differential operator acting on an exponential.,,
mth166-u2-59,MTH166,2,Roots of AE,medium,MCQ,mcq,Roots of m² - 2m + 1 = 0 are:,"[""1, 1"",""-1, -1"",""0, 1"",""None""]",0,(m-1)² = 0.,,
mth166-u2-60,MTH166,2,General Solution,medium,MCQ,mcq,General solution of y'' - 2y' + y = 0 is:,"[""(C1 + C2x)e^x"",""C1 e^x + C2 e^-x"",""C1 cos x + C2 sin x"",""None""]",0,Repeated roots m=1.,,
mth166-u2-61,MTH166,2,Linear independence,easy,MCQ,mcq,Are e^x and 2e^x linearly independent?,"[""No"",""Yes"",""Depends on x"",""None""]",0,One is a constant multiple of the other.,,
mth166-u2-62,MTH166,2,Operator Theory,easy,MCQ,mcq,D² (sin x) =,"[""-sin x"",""cos x"",""sin x"",""None""]",0,"D(sin x) = cos x, D(cos x) = -sin x.",,
mth166-u2-63,MTH166,2,Operator Theory,easy,MCQ,mcq,D² (e^2x) =,"[""4e^2x"",""2e^2x"",""e^2x"",""None""]",0,"Derivative of e^ax is a e^ax, second is a² e^ax.",,
mth166-u2-64,MTH166,2,Higher Order ODE,medium,MCQ,mcq,Order of (D² + 1)³ y = 0?,"[""6"",""2"",""3"",""None""]",0,Expanding operator gives highest power D⁶.,,
mth166-u2-65,MTH166,2,Roots of AE,medium,MCQ,mcq,Roots of m³ - 1 = 0 are:,"[""1, ω, ω²"",""1, 1, 1"",""-1, -1, -1"",""None""]",0,Cube roots of unity (1 and complex conjugates).,,
mth166-u2-66,MTH166,2,Roots of AE,hard,MCQ,mcq,"CF for roots 1, -1/2 ± i√3/2 is:","[""C1e^x + e^(-x/2)[C2 cos(√3x/2) + C3 sin(√3x/2)]"",""C1e^x + C2e^-x"",""None"",""Both""]",0,Standard complex root formula application.,,
mth166-u2-67,MTH166,2,Linear independence,medium,MCQ,mcq,Wronskian of e^x and xe^x is:,"[""e^(2x)"",""0"",""1"",""None""]",0,W = e^x(e^x + xe^x) - xe^x(e^x) = e^(2x) + xe^(2x) - xe^(2x) = e^(2x).,,
mth166-u2-68,MTH166,2,Higher Order ODE,easy,MCQ,mcq,Which term is missing in a homogeneous DE?,"[""Term independent of y and its derivatives"",""y term"",""y' term"",""None""]",0,RHS must be 0 for it to be homogeneous.,,
mth166-u2-69,MTH166,2,Formation,hard,MCQ,mcq,The DE satisfying y = C1 cos x + C2 sin x is:,"[""y'' + y = 0"",""y'' - y = 0"",""y' + y = 0"",""None""]",0,m = ±i => m² = -1 => D² + 1 = 0.,,
mth166-u2-70,MTH166,2,Roots of AE,medium,MCQ,mcq,Roots of m² + 4m + 4 = 0 are:,"[""-2, -2"",""2, 2"",""-2, 2"",""None""]",0,(m+2)² = 0.,,
mth166-u2-71,MTH166,2,General Solution,medium,MCQ,mcq,Solution of y'' + 4y' + 4y = 0:,"[""(C1 + C2x)e^-2x"",""C1 e^2x + C2 e^-2x"",""C1 cos 2x + C2 sin 2x"",""None""]",0,Repeated roots m=-2.,,
mth166-u2-72,MTH166,2,Operator Theory,medium,MCQ,mcq,"If y = CF + PI, and it is a homogeneous equation, then PI is:","[""0"",""1"",""f(x)"",""None""]",0,"Homogeneous equations have 0 on RHS, so PI is 0.",,
mth166-u2-73,MTH166,2,Linear ODE,easy,MCQ,mcq,Is y'' + 5y' + 6y = 0 a valid linear ODE with constant coefficients?,"[""Yes"",""No"",""Only if y=0"",""None""]",0,"Coefficients are 1, 5, 6 (constants).",,
mth166-u2-74,MTH166,2,Roots of AE,medium,MCQ,mcq,Roots of AE for y'' + 5y' + 6y = 0 are:,"[""-2, -3"",""2, 3"",""1, 6"",""None""]",0,m² + 5m + 6 = (m+2)(m+3) = 0.,,
mth166-u2-75,MTH166,2,Differential Operator,medium,MCQ,mcq,D² (x²) =,"[""2"",""2x"",""x"",""0""]",0,"D(x²) = 2x, D(2x) = 2.",,
mth166-u2-76,MTH166,2,Differential Operator,medium,MCQ,mcq,D³ (x²) =,"[""0"",""2"",""6"",""None""]",0,Derivative of a constant (2) is 0.,,
mth166-u2-77,MTH166,2,Operator Theory,hard,MCQ,mcq,f(D) (y1 + y2) is equal to:,"[""f(D)y1 + f(D)y2"",""f(D)y1 * f(D)y2"",""f(D) y1 / y2"",""None""]",0,Property of linear operators.,,
mth166-u2-78,MTH166,2,Higher Order ODE,medium,MCQ,mcq,How many constants in y''' = 0?,"[""3"",""1"",""0"",""None""]",0,Integration constant added thrice: Ax² + Bx + C.,,
mth166-u2-79,MTH166,2,General Solution,medium,MCQ,mcq,General solution of y''' = 0 is:,"[""C1x² + C2x + C3"",""C1e^x"",""C1x³"",""None""]",0,Obtained by successive integration.,,
mth166-u2-80,MTH166,2,Roots of AE,medium,MCQ,mcq,"For (D² - 1)y = 0, solution is:","[""C1 e^x + C2 e^-x"",""C1 cos x + C2 sin x"",""C1 cosh x + C2 sinh x"",""Both A and C""]",3,Linear combinations of exponentials can be rewritten using hyperbolic functions.,,
mth166-u2-81,MTH166,2,Solution type,easy,MCQ,mcq,A solution which contains NO arbitrary constants is called:,"[""Particular solution"",""General solution"",""Singular solution"",""Both A and C could be correct""]",3,Depending on whether it can be derived from the general solution.,,
mth166-u2-82,MTH166,2,Existence,medium,MCQ,mcq,Differential equation of all parabolas y² = 4ax has order:,"[""1"",""2"",""0"",""None""]",0,Only one arbitrary constant 'a'.,,
mth166-u2-83,MTH166,2,Linear independent,medium,MCQ,mcq,Are sin x and cos x linearly independent?,"[""Yes"",""No"",""Only for x=0"",""None""]",0,Wronskian is 1 ≠ 0.,,
mth166-u2-84,MTH166,2,Linear independent,medium,MCQ,mcq,Are sin x and sin(x+π) linearly independent?,"[""No"",""Yes"",""None"",""Both""]",0,"sin(x+π) = -sin x, which is a multiple of sin x.",,
mth166-u2-85,MTH166,2,Roots of AE,medium,MCQ,mcq,Roots for y'' = 0 are:,"[""0, 0"",""1, 1"",""0, 1"",""None""]",0,m² = 0.,,
mth166-u2-86,MTH166,2,Roots of AE,medium,MCQ,mcq,Roots for y'' - y' = 0 are:,"[""0, 1"",""0, 0"",""1, 1"",""None""]",0,m(m-1) = 0.,,
mth166-u2-87,MTH166,2,Solution curve,easy,MCQ,mcq,y = x is a solution to y'' = 0?,"[""Yes"",""No"",""None"",""Both""]",0,"y' = 1, y'' = 0.",,
mth166-u2-88,MTH166,2,Operator Theory,medium,MCQ,mcq,Value of (D - a) e^(ax) is:,"[""0"",""a e^(ax)"",""e^(ax)"",""None""]",0,"D(e^ax) = a e^ax, so (D-a)e^ax = 0.",,
mth166-u2-89,MTH166,2,Roots of AE,medium,MCQ,mcq,"If roots of a 4th order DE are 1, 1, 1, 1, CF is:","[""(C1 + C2x + C3x² + C4x³)e^x"",""C1e^x"",""None"",""Both""]",0,Each repeated root adds a power of x.,,
mth166-u2-90,MTH166,2,Wronskian,hard,MCQ,mcq,"The Wronskian of 1, x, x² is:","[""2"",""0"",""x"",""None""]",0,"Determinant of [[1, x, x²], [0, 1, 2x], [0, 0, 2]] = 2.",,
mth166-u2-91,MTH166,2,Roots of AE,medium,MCQ,mcq,AE of y'' + 2y' + 2y = 0 roots are:,"[""-1 ± i"",""1 ± i"",""-2 ± i"",""None""]",0,m = [-2 ± √(4-8)]/2 = -1 ± i.,,
mth166-u2-92,MTH166,2,General Solution,medium,MCQ,mcq,Solution of y'' + 2y' + 2y = 0 is:,"[""e^-x (C1 cos x + C2 sin x)"",""e^x (C1 cos x + C2 sin x)"",""None"",""Both""]",0,"α = -1, β = 1.",,
mth166-u2-93,MTH166,2,Linearity,easy,MCQ,mcq,Is y'' + sin y = 0 linear?,"[""No"",""Yes"",""Depends on x"",""None""]",0,sin y term violates linearity.,,
mth166-u2-94,MTH166,2,Linearity,easy,MCQ,mcq,Is y'' + x²y = 0 linear?,"[""Yes"",""No"",""Depends on y"",""None""]",0,Coefficients can be functions of x.,,
mth166-u2-95,MTH166,2,Order,easy,MCQ,mcq,Order of the DE (dy/dx)⁴ + y = 0 is:,"[""1"",""4"",""0"",""None""]",0,Highest derivative is 1st order.,,
mth166-u2-96,MTH166,2,Standard form,easy,MCQ,mcq,"For n=2, linear DE is y'' + Py' + Qy = R. If P, Q are constants, it is:","[""Linear DE with constant coefficients"",""Variables separable"",""Exact"",""None""]",0,Standard terminology.,,
mth166-u2-97,MTH166,2,Solution Space,hard,MCQ,mcq,The set of solutions to a homogeneous linear DE forms a:,"[""Vector Space"",""Group"",""Ring"",""Field""]",0,Standard linear algebra result for DEs.,,
mth166-u2-98,MTH166,2,Dimension,hard,MCQ,mcq,Dimension of solution space for nth order homogeneous linear DE is:,"[""n"",""1"",""Infinity"",""0""]",0,There are n linearly independent basic solutions.,,
mth166-u2-99,MTH166,2,Differential Operator,medium,MCQ,mcq,(D - 1)(D + 1) y is:,"[""y'' - y"",""y'' + y"",""y' - y"",""None""]",0,D² - 1 operator applied to y.,,
mth166-u2-100,MTH166,2,Operator Theory,medium,MCQ,mcq,Does (D-a)(D-b) = (D-b)(D-a)?,"[""Yes (for constant coefficients)"",""No"",""Only if a=b"",""None""]",0,Operators commute if coefficients are constants.,,
mth166-u3-1,MTH166,3,Particular Integral,medium,MCQ,mcq,The general solution of a non-homogeneous linear DE is given by:,"[""CF + PI"",""CF * PI"",""CF / PI"",""Only PI""]",0,The complete solution is the sum of the complementary function and the particular integral.,,
mth166-u3-2,MTH166,3,Operator Method,medium,MCQ,mcq,1/f(D) [e^(ax)] is equal to:,"[""e^(ax) / f(a), provided f(a) ≠ 0"",""e^(ax) / f(D+a)"",""a / f(e^ax)"",""None of these""]",0,Simple substitution of a for D in the operator polynomial.,,
mth166-u3-3,MTH166,3,Operator Method,hard,MCQ,mcq,1/f(D²) [sin(ax)] is solved by replacing D² with:,"[""-a²"",""a²"",""ia"",""None of these""]",0,"For sin(ax) or cos(ax), D² is replaced by -(a²).",,
mth166-u3-4,MTH166,3,Variation of Parameters,hard,MCQ,mcq,The method of variation of parameters is used to find:,"[""Particular Integral"",""Complementary Function"",""The values of α and β"",""None of these""]",0,It is a general method for finding the PI by allowing constants in CF to vary.,,
mth166-u3-5,MTH166,3,Variation of Parameters,hard,MCQ,mcq,"In variation of parameters, if CF = C1 y1 + C2 y2, the PI is assumed as:","[""u y1 + v y2"",""u + v"",""y1 y2"",""None of these""]",0,Where u and v are functions of x calculated using the Wronskian.,,
mth166-u3-6,MTH166,3,Euler-Cauchy Equation,medium,MCQ,mcq,What is the characteristic of an Euler-Cauchy equation?,"[""Coefficients are powers of x matching the order of derivative"",""Coefficients are constant"",""It is always first order"",""None of these""]",0,The equation has the form x²y'' + axy' + by = f(x).,,
mth166-u3-7,MTH166,3,Euler-Cauchy Equation,medium,MCQ,mcq,"To solve an Euler-Cauchy equation, we use the substitution:","[""x = e^z"",""x = z²"",""x = sin z"",""None of these""]",0,This transforms the equation with variable coefficients into one with constant coefficients.,,
mth166-u3-8,MTH166,3,Operator Method,hard,MCQ,mcq,What is the value of 1/f(D) [x^n]?,"[""[f(D)]⁻¹ expanded as a series in D applied to x^n"",""x^(n+1) / (n+1)"",""e^(nx)"",""0""]",0,Use binomial expansion for polynomial terms.,,
mth166-u3-9,MTH166,3,Particular Integral,medium,MCQ,mcq,Calculate PI for (D² + 1)y = e^x.,"[""e^x / 2"",""e^x"",""x e^x / 2"",""None of these""]",0,Replace D with 1: 1/(1² + 1) e^x = e^x / 2.,,
mth166-u3-10,MTH166,3,Particular Integral,hard,MCQ,mcq,Calculate PI for (D² + 4)y = sin 2x.,"[""-x/4 cos 2x"",""x/4 sin 2x"",""-1/8 cos 2x"",""None of these""]",0,This is a failure case (D² replaced by -4 gives denominator 0). Apply x d/dD rule.,,
mth166-u3-11,MTH166,3,Exponential Shift,hard,MCQ,mcq,The formula 1/f(D) [e^(ax) V] is equal to:,"[""e^(ax) 1/f(D+a) [V]"",""e^(ax) f(D+a) [V]"",""f(D-a) [e^ax V]"",""None of these""]",0,Known as the Exponential Shift Theorem.,,
mth166-u3-12,MTH166,3,Undetermined Coefficients,medium,MCQ,mcq,The method of undetermined coefficients is applicable when R(x) is:,"[""Polynomial, exponential, or sin/cos"",""Logarithmic"",""Secant or Tangent"",""None of these""]",0,It works for functions whose derivatives repeat the same forms.,,
mth166-u3-13,MTH166,3,Simultaneous DE,medium,MCQ,mcq,Simultaneous differential equations involve:,"[""Multiple dependent variables and one independent variable"",""Multiple independent variables"",""Non-linear terms"",""None of these""]",0,"Systems like dx/dt = ay + bz, dy/dt = cx + dz.",,
mth166-u3-14,MTH166,3,Euler-Cauchy Equation,hard,MCQ,mcq,"In x²y'' + axy' + by = 0, what is the auxiliary equation after x = e^z substitution?","[""m(m-1) + am + b = 0"",""m² + am + b = 0"",""m(m+1) + am + b = 0"",""None of these""]",0,x²D² becomes D'(D'-1) where D' = d/dz.,,
